,Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,RolePlaying,Shooter,Simulation,Sports,Strategy
10866,10867,Forever Kingdom,PS2,From Software,0.02,0.02,0.04,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA
10867,10868,Blitz: Overtime,PSP,Midway Games,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
10868,10869,Cabela's North American Adventures,PSP,Activision,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
10869,10870,Altered Beast: Guardian of the Realms,GBA,THQ,0.07,0.02,0,0,0.09,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10870,10871,Field & Stream: Total Outdoorsman Challenge,X360,505 Games,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
10871,10872,Wordmaster,DS,Zoo Digital Publishing,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
10872,10873,Shining Tears,PS2,Sega,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA
10873,10874,MotoGP,XB,THQ,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
10874,10875,Scaler,PS2,Take-Two Interactive,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
10875,10876,Gradius V,PS2,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA
10876,10877,X-COM: UFO Defense,PS,Microprose,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
10877,10878,Raiden Fighters Aces,X360,Valcon Games,0.06,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
10878,10879,Scooby-Doo! Who's Watching Who?,DS,THQ,0.08,0.01,0,0.01,0.09,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10879,10880,World Cup '98 France: Road to Win,SAT,Sega,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
10880,10881,MLB SlugFest 20-04,XB,Midway Games,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
10881,10882,Barbie and the Magic of Pegasus,GBA,Vivendi Games,0.07,0.02,0,0,0.09,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10882,10883,SD Gundam G Generation DS,DS,Namco Bandai Games,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
10883,10884,Adventure Time: Finn & Jake Investigations,X360,Little Orbit,0.02,0.06,0,0.01,0.09,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10884,10885,Bleach: Heat the Soul,PSP,Sony Computer Entertainment,0,0,0.09,0,0.09,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
10885,10886,Fishing Master World Tour,Wii,Hudson Entertainment,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA
10886,10887,Psychonauts,PS2,Majesco Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
10887,10888,Harvey Birdman: Attorney at Law,PSP,Capcom,0.08,0,0,0.01,0.09,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10888,10889,World Stadium 5,PS,Namco Bandai Games,0,0,0.09,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA
10889,10890,The Legend of Heroes: A Tear of Vermillion,PSP,Namco Bandai Games,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
10890,10891,Digimon World: Next Order,PSV,Namco Bandai Games,0,0,0.09,0,0.09,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10891,10892,The Amazing Spider-Man (Console Version),WiiU,Activision,0.05,0.03,0,0.01,0.09,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10892,10893,The Crew: Wild Run,PS4,Ubisoft,0,0.08,0,0.01,0.09,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10893,10894,ESPN NBA 2Night,PS2,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
10894,10895,Uta no Prince-Sama: Debut,PSP,Broccoli,0,0,0.09,0,0.09,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10895,10896,Galactic Taz Ball,DS,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.09,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
10896,10897,Freekstyle,GC,Electronic Arts,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
10897,10898,Ford Mustang: The Legend Lives,XB,Take-Two Interactive,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA
10898,10899,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,Sega,0,0,0.09,0,0.09,NA,NA,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA
10899,10900,Digimon Rumble Arena 2,PS2,Atari,0.05,0.04,0,0.01,0.09,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
10900,10901,Scooby-Doo! Unmasked,DS,THQ,0.07,0.02,0,0.01,0.09,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
10901,10902,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,Take-Two Interactive,0.05,0.04,0,0.01,0.09,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
10902,10903,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Atlus,0.07,0.02,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
10903,10904,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,Nippon Ichi Software,0.05,0,0.03,0.01,0.09,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
10904,10905,Alien Monster Bowling League,Wii,Destineer,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA
10905,10906,Devil May Cry 4,PS4,Capcom,0.01,0,0.08,0,0.09,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10906,10907,Shockwave Assault,PS,Electronic Arts,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA
10907,10908,echochrome,PSP,Sony Computer Entertainment,0,0.01,0.08,0,0.09,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA
10908,10909,Ribbit King,PS2,Atari,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
10909,10910,Generator Rex: Agent of Providence,Wii,Activision,0.07,0.01,0,0.01,0.09,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10910,10911,Championship Foosball,Wii,505 Games,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
10911,10912,World Championship Poker 2: Featuring Howard Lederer,XB,Crave Entertainment,0.07,0.02,0,0,0.09,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
10912,10913,Alien Hominid,GC,O3 Entertainment,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA
10913,10914,Lego Star Wars: The Force Awakens,PSV,Warner Bros. Interactive Entertainment,0.02,0.05,0,0.02,0.09,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10914,10915,Pro Yakyuu Greatest Nine 98,SAT,Sega,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
10915,10916,Snood 2: On Vacation,DS,Zoo Digital Publishing,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA
10916,10917,Ninja Gaiden Black,XB,Microsoft Game Studios,0.07,0.02,0,0,0.09,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10917,10918,Playmobil Pirates,DS,Mindscape,0.08,0,0,0.01,0.09,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10918,10919,Girls und Panzer: I Will Master Tankery,PSV,Namco Bandai Games,0,0,0.09,0,0.09,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10919,10920,Bogey: Dead 6,PS,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA
10920,10921,Hakuouki: Zuisouroku Portable,PSP,Idea Factory,0,0,0.09,0,0.09,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10921,10922,Puyo Pop Fever (JP sales),DS,Ignition Entertainment,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA
10922,10923,Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai Games,0,0,0.09,0,0.09,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
10923,10924,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
10924,10925,Brain Age: Concentration Training,3DS,Nintendo,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA
10925,10926,Henry Hatsworth in the Puzzling Adventure,DS,Electronic Arts,0.08,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA
10926,10927,Shin Megami Tensei,PS,Atlus,0,0,0.09,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA
10927,10928,Trivial Pursuit unhinged,XB,Atari,0.07,0.02,0,0,0.09,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA
10928,10929,U-Sing  2,Wii,Mindscape,0,0.08,0,0.01,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
10929,10930,Backyard Sports: Sandlot Sluggers,X360,Atari,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
10930,10931,The Revenge of Shinobi,GBA,Atari,0.07,0.02,0,0,0.09,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA
10931,10932,Bloody Roar 4,PS2,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
10932,10933,Playmobil Circus,Wii,Mindscape,0.06,0.02,0,0.01,0.09,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10933,10934,Let's Ride! Silver Buckle Stables,PS2,THQ,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
10934,10935,Star Wars: Empire at War - Gold Pack,PC,LucasArts,0.01,0.06,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
10935,10936,Hakuoki: Demon of the Fleeting Blossom,PSP,Idea Factory,0.08,0,0,0.01,0.09,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10936,10937,Cabela's Big Game Hunter,GBA,Activision Value,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
10937,10938,Import Tuner Challenge (American sales),X360,Ubisoft,0.07,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA
10938,10939,I-Ninja,GC,Namco Bandai Games,0.07,0.02,0,0,0.09,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
10939,10940,Truth or Lies,PS3,THQ,0.06,0.02,0,0.01,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
10940,10941,WSC Real 11: World Snooker Championship,PS3,Koch Media,0,0.07,0,0.02,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
10941,10942,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami Digital Entertainment,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
10942,10943,Crash Boom Bang!,DS,Vivendi Games,0.07,0.01,0,0.01,0.09,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
10943,10944,Dragon Tales: Dragon Seek,PS,Ubisoft,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
10944,10945,NCAA March Madness 08,PS3,Electronic Arts,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
10945,10946,Tom Clancy's EndWar,DS,Ubisoft,0.08,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
10946,10947,Yourself Fitness,XB,responDESIGN,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA
10947,10948,Tak: The Great Juju Challenge,DS,THQ,0.09,0,0,0.01,0.09,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
10948,10949,NBA 2K16,PC,Take-Two Interactive,0.02,0.06,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA
10949,10950,Def Jam Fight For NY: The Takeover,PSP,Electronic Arts,0.08,0,0,0.01,0.09,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10950,10951,NHL 2K8,PS3,Take-Two Interactive,0.08,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
10951,10952,Black & White 2,PC,Electronic Arts,0.01,0.07,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
10952,10953,GripShift,PSP,Ubisoft,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA
10953,10954,Jenga World Tour,DS,Atari,0.09,0,0,0.01,0.09,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
10954,10955,Riviera: The Promised Land,PSP,505 Games,0.07,0,0.02,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
10955,10956,The Idolmaster: Platinum Stars,PS4,Namco Bandai Games,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA
10956,10957,Get Fit with Mel B,Wii,Black Bean Games,0.03,0.05,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
10957,10958,Destroy All Humans! Path of the Furon,PS3,THQ,0,0.08,0,0.01,0.09,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10958,10959,Resident Evil Chronicles HD,PS3,Capcom,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
10959,10960,Wonder World Amusement Park,DS,Majesco Entertainment,0.08,0,0,0.01,0.09,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
10960,10961,Return Fire,PS,Time Warner Interactive,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996
10961,10962,Lock's Quest,DS,THQ,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
10962,10963,Transformers: Devastation,X360,Activision,0.06,0.02,0,0.01,0.09,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10963,10964,Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA
10964,10965,Bomberman Max 2: Blue Advance,GBA,Vivendi Games,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA
10965,10966,Dora's Big Birthday Adventure,DS,Take-Two Interactive,0.08,0.01,0,0.01,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
10966,10967,Atari Classics Evolved,PSP,Atari,0.08,0,0,0.01,0.09,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
10967,10968,Pillow Pets,DS,GameMill Entertainment,0.09,0,0,0.01,0.09,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10968,10969,SingStar: Made In Germany,PS3,Sony Computer Entertainment,0,0.07,0,0.02,0.09,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
10969,10970,Kawasaki Quad Bikes,Wii,Data Design Interactive,0.07,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA
10970,10971,Shrek SuperSlam,XB,Activision,0.07,0.02,0,0,0.09,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10971,10972,Rapid Reload,PS,Sony Computer Entertainment,0,0,0.09,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,NA
10972,10973,New Legends,XB,THQ,0.07,0.02,0,0,0.09,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,Eidos Interactive,0.04,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA
10974,10975,The Secret Saturdays: Beasts of the 5th Sun,PSP,D3Publisher,0.08,0,0,0.01,0.09,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10975,10976,Island Xtreme Stunts,PS2,Electronic Arts,0.04,0.03,0,0.01,0.09,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10976,10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,Aspyr,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
10977,10978,Agassi Tennis Generation,PS2,DreamCatcher Interactive,0.04,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
10978,10979,Young Justice: Legacy,PS3,Namco Bandai Games,0.06,0.02,0,0.01,0.09,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10979,10980,Metal Slug X,PS,Virgin Interactive,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA
10980,10981,Samurai Shodown Anthology,PSP,Ignition Entertainment,0.08,0,0,0.01,0.09,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
10981,10982,Space Invaders Extreme,PSP,Square Enix,0.06,0.01,0.01,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
10982,10983,Driver: Renegade,3DS,Ubisoft,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA
10983,10984,Running Wild,PS,989 Studios,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA
10984,10985,Romance of the Three Kingdoms X,PS2,Tecmo Koei,0.04,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
10985,10986,Brigandine: The Legend of Forsena,PS,Atlus,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998
10986,10987,Pro Evolution Soccer 2012,PC,Konami Digital Entertainment,0,0.07,0,0.02,0.09,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10987,10988,MX SuperFly featuring Ricky Carmichael,GC,THQ,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
10988,10989,Disney's The Haunted Mansion,XB,Take-Two Interactive,0.07,0.02,0,0,0.09,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
10989,10990,Sound Novel Machi,SAT,ChunSoft,0,0,0.09,0,0.09,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10990,10991,FIFA 2001: Major League Soccer,PS2,Electronic Arts,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
10991,10992,I Love Puppies,DS,Destineer,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA
10992,10993,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,Konami Digital Entertainment,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
10993,10994,Pokemon Rumble World,3DS,Nintendo,0,0.01,0.08,0,0.09,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10994,10995,JASF: Jane's Advanced Strike Fighters,X360,Deep Silver,0.06,0.02,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA
10995,10996,Beaterator,PSP,Take-Two Interactive,0.06,0.02,0,0.02,0.09,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
10996,10997,Skies of Arcadia,DC,Sega,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA
10997,10998,NASCAR: Dirt to Daytona,GC,Infogrames,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
10998,10999,Demon Chaos,PS2,Konami Digital Entertainment,0,0,0.09,0,0.09,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10999,11000,Challenge Me: Brain Puzzles 2,DS,O-Games,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA
11000,11001,Cake Mania: Main Street,DS,Majesco Entertainment,0.09,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA
11001,11002,Road Trip,PS2,Play It,0.04,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11002,11003,Blood of Bahamut,DS,Square Enix,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
11003,11004,Damnation,PS3,Codemasters,0.07,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
11004,11005,DaGeDar,DS,GameMill Entertainment,0.09,0,0,0.01,0.09,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11005,11006,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,Konami Digital Entertainment,0,0,0.09,0,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
11006,11007,Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,Gust,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA
11007,11008,Supremacy MMA,PSV,505 Games,0.02,0.05,0,0.02,0.09,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
11008,11009,Top Gun: Firestorm Advance,GBA,Titus,0.07,0.02,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA
11009,11010,Justice League Heroes,DS,Eidos Interactive,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
11010,11011,Project Eden,PS2,Eidos Interactive,0.04,0.03,0,0.01,0.09,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11011,11012,Disney Art Academy,3DS,Nintendo,0.01,0.01,0.07,0,0.09,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11012,11013,Pipe Mania,DS,Empire Interactive,0.08,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA
11013,11014,NERF N-Strike: Double Blast Bundle,Wii,Electronic Arts,0.09,0,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA
11014,11015,Space Chimps,Wii,Brash Entertainment,0.08,0,0,0.01,0.09,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
11015,11016,Sega Casino,DS,Sega,0.08,0,0,0.01,0.09,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
11016,11017,Ben 10 Galactic Racing,PS3,D3Publisher,0.06,0.02,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA
11017,11018,Ghosthunter,PS2,Sony Computer Entertainment,0.04,0.03,0,0.01,0.09,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,11019,Junior Mystery Quest,DS,GSP,0.07,0.01,0,0.01,0.09,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA
11019,11020,Obscure: The Aftermath,PSP,Playlogic Game Factory,0.05,0.03,0,0.02,0.09,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,11021,Family GameShow,Wii,Zushi Games,0.08,0,0,0.01,0.09,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11021,11022,Great Party Games,Wii,O-Games,0,0.08,0,0.01,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
11022,11023,Seven: Molmorth no Kiheitai,PS2,Namco Bandai Games,0,0,0.09,0,0.09,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,11024,Doraemon: Nobita to Midori no Kyojinden DS,DS,Sega,0,0,0.09,0,0.09,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
11024,11025,Jimmie Johnson's Anything With an Engine,X360,Konami Digital Entertainment,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA
11025,11026,Hello Kitty's Cube Frenzy,PS,Culture Publishers,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA
11026,11027,Are You Smarter Than a 5th Grader? Back to School,DS,THQ,0.08,0,0,0.01,0.09,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
11027,11028,Spectral Force Genesis,DS,Nobilis,0.08,0,0.01,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11028,11029,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Konami Digital Entertainment,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
11029,11030,Agatha Christie: Evil Under the Sun,Wii,The Adventure Company,0.07,0.02,0,0.01,0.09,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11030,11031,World Championship Games: A Track & Field Event,DS,Ghostlight,0.08,0,0,0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
11031,11032,Astro Boy: Omega Factor,GBA,THQ,0.06,0.02,0,0,0.09,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
